state,n,levels_colony_ms,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher,pielou,Faith_PD
bleached,14,3.2142857142857144,51.33057142857143,51.39899523809524,0.24744148313545636,51.47807390189733,2.8695023200465375,3.0947414325781586,0.9030287175214746,14.799893836961733,9.136772411931217,0.7905242539854801,21.109680720095763
symbiotic,13,3.3076923076923075,41.527153846153844,41.70703076923077,0.4481482661652033,41.77778522732425,2.439870472436646,2.6626023354249018,0.8395169973625827,10.226390462604098,7.1879703631887875,0.7273109140792423,17.132353803407135
